agency,budget_type,fund_type,account,appropriation_id,chapter_year,appropriation_amount,reappropriation_amount,bill_language,page_number,line_number,fiscal_year,source_file,composite_key
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Other,Lake George Invasive Species Account - 22212,34801,2021,35000,35000,"35 By chapter 50, section 1, of the laws of 2021:
36 For services and expenses of administering the invasive species
37 program (34801).
38 Personal service--regular (50100) ... 35,000 ........... (re. $35,000)",251,35.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|34801|2021|35000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Other,Lake George Invasive Species Account - 22212,51000,2021,285000,126000,"39 Contractual services (51000) ... 285,000 .............. (re. $126,000)",251,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|51000|2021|285000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Other,Lake George Invasive Species Account - 22212,34801,2020,35000,35000,"40 By chapter 50, section 1, of the laws of 2020, as transferred by chapter
41 50, section 1, of the laws of 2021:
42 For services and expenses of administering the invasive species
43 program (34801).
44 Personal service--regular (50100) ... 35,000 ........... (re. $35,000)",251,40.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|34801|2020|35000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Other,Lake George Invasive Species Account - 22212,51000,2020,285000,78000,"45 Contractual services (51000) ... 285,000 ............... (re. $78,000)",251,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|51000|2020|285000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Other,Indirect Charges Account - 21060,60000,2020,20000,20000,"252 12550-10-5
DEPARTMENT OF ENVIRONMENTAL CONSERVATION
STATE OPERATIONS - REAPPROPRIATIONS 2025-26
1 Fringe benefits (60000) ... 20,000 ..................... (re. $20,000)",252,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|60000|2020|20000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Other,Indirect Charges Account - 21060,58800,2020,10000,10000,"2 Indirect costs (58800) ... 10,000 ...................... (re. $10,000)",252,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|58800|2020|10000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Other,Indirect Charges Account - 21060,34801,2019,285000,38000,"3 By chapter 50, section 1, of the laws of 2019, as transferred by chapter
4 50, section 1, of the laws of 2021:
5 For services and expenses of administering the invasive species
6 program (34801).
7 Contractual services (51000) ... 285,000 ............... (re. $38,000)",252,3.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|34801|2019|285000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Other,Indirect Charges Account - 21060,60000,2019,20000,20000,"8 Fringe benefits (60000) ... 20,000 ..................... (re. $20,000)",252,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|60000|2019|20000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Other,Indirect Charges Account - 21060,58800,2019,10000,9000,"9 Indirect costs (58800) ... 10,000 ....................... (re. $9,000)",252,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|58800|2019|10000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Other,Indirect Charges Account - 21060,34801,2018,35000,35000,"10 By chapter 50, section 1, of the laws of 2018, as transferred by chapter
11 50, section 1, of the laws of 2021:
12 For services and expenses of administering the invasive species
13 program (34801).
14 Personal service--regular (50100) ... 35,000 ........... (re. $35,000)",252,10.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|34801|2018|35000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Other,Indirect Charges Account - 21060,51000,2018,285000,107000,"15 Contractual services (51000) ... 285,000 .............. (re. $107,000)",252,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|51000|2018|285000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Other,Indirect Charges Account - 21060,60000,2018,20000,20000,"16 Fringe benefits (60000) ... 20,000 ..................... (re. $20,000)",252,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|60000|2018|20000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Other,Indirect Charges Account - 21060,58800,2018,10000,10000,"17 Indirect costs (58800) ... 10,000 ...................... (re. $10,000)",252,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|58800|2018|10000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Environmental Conservation Solid Waste Grant Account - 25334,81013,2024,3788000,3156000,"15 The appropriation made by chapter 50, section 1, of the laws of 2024, as
16 supplemented by transfers in accordance with section 51 of the state
17 finance law, is hereby amended and reappropriated to read:
18 For services and expenses related to solid waste purposes. A portion
19 of these funds may be transferred to aid to localities and may be
20 suballocated to other state departments and agencies (81013).
21 Personal service (50000) ... 3,788,000 .............. (re. $3,156,000)",255,15.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|81013|2024|3788000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Environmental Conservation Solid Waste Grant Account - 25334,57050,2024,1070000,1070000,"22 Nonpersonal service (57050) ... 1,070,000 ........... (re. $1,070,000)",255,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|57050|2024|1070000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Environmental Conservation Solid Waste Grant Account - 25334,60090,2024,2442000,2058000,"23 Fringe benefits (60090) ... 2,442,000 ............... (re. $2,058,000)",255,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|60090|2024|2442000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Environmental Conservation Solid Waste Grant Account - 25334,81013,2022,3788000,1600000,"35 By chapter 50, section 1, of the laws of 2022:
36 For services and expenses related to solid waste purposes. A portion
37 of these funds may be transferred to aid to localities and may be
38 suballocated to other state departments and agencies (81013).
39 Personal service (50000) ... 3,788,000 .............. (re. $1,600,000)",255,35.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|81013|2022|3788000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Environmental Conservation Solid Waste Grant Account - 25334,57050,2022,1169000,1169000,"40 Nonpersonal service (57050) ... 1,169,000 ........... (re. $1,169,000)",255,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|57050|2022|1169000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Environmental Conservation Solid Waste Grant Account - 25334,60090,2022,2343000,970000,"41 Fringe benefits (60090) ... 2,343,000 ................. (re. $970,000)",255,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|60090|2022|2343000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Environmental Conservation Solid Waste Grant Account - 25334,81013,2021,3788000,1600000,"42 By chapter 50, section 1, of the laws of 2021:
43 For services and expenses related to solid waste purposes. A portion
44 of these funds may be transferred to aid to localities and may be
45 suballocated to other state departments and agencies (81013).
46 Personal service (50000) ... 3,788,000 .............. (re. $1,600,000)",255,42.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|81013|2021|3788000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Other,S-Area Landfill Account - 21063,57050,2021,1325000,1325000,"256 12550-10-5
DEPARTMENT OF ENVIRONMENTAL CONSERVATION
STATE OPERATIONS - REAPPROPRIATIONS 2025-26
1 Nonpersonal service (57050) ... 1,325,000 ........... (re. $1,325,000)",256,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|57050|2021|1325000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Other,S-Area Landfill Account - 21063,60090,2021,2187000,856000,"2 Fringe benefits (60090) ... 2,187,000 ................. (re. $856,000)",256,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|60090|2021|2187000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Other,S-Area Landfill Account - 21063,81013,2020,3788000,979000,"3 By chapter 50, section 1, of the laws of 2020:
4 For services and expenses related to solid waste purposes. A portion
5 of these funds may be transferred to aid to localities and may be
6 suballocated to other state departments and agencies (81013).
7 Personal service (50000) ... 3,788,000 ................ (re. $979,000)",256,3.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|81013|2020|3788000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Other,S-Area Landfill Account - 21063,57050,2020,1325000,1189000,"8 Nonpersonal service (57050) ... 1,325,000 ........... (re. $1,189,000)",256,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|57050|2020|1325000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Other,S-Area Landfill Account - 21063,60090,2020,2187000,548000,"9 Fringe benefits (60090) ... 2,187,000 ................. (re. $548,000)",256,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|60090|2020|2187000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Other,S-Area Landfill Account - 21063,81013,2019,3788000,623000,"10 By chapter 50, section 1, of the laws of 2019:
11 For services and expenses related to solid waste purposes. A portion
12 of these funds may be transferred to aid to localities and may be
13 suballocated to other state departments and agencies (81013).
14 Personal service (50000) ... 3,788,000 ................ (re. $623,000)",256,10.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|81013|2019|3788000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Other,S-Area Landfill Account - 21063,57050,2019,1202000,1202000,"15 Nonpersonal service (57050) ... 1,202,000 ........... (re. $1,202,000)",256,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|57050|2019|1202000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Other,S-Area Landfill Account - 21063,60090,2019,2310000,416000,"16 Fringe benefits (60090) ... 2,310,000 ................. (re. $416,000)",256,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|60090|2019|2310000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Other,S-Area Landfill Account - 21063,81013,2017,3788000,918000,"24 By chapter 50, section 1, of the laws of 2017:
25 For services and expenses related to solid waste purposes. A portion
26 of these funds may be transferred to aid to localities and may be
27 suballocated to other state departments and agencies (81013).
28 Personal service (50000) ... 3,788,000 ................ (re. $918,000)",256,24.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|81013|2017|3788000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Other,S-Area Landfill Account - 21063,57050,2017,1239000,739000,"29 Nonpersonal service (57050) ... 1,239,000 ............. (re. $739,000)",256,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|57050|2017|1239000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Other,S-Area Landfill Account - 21063,60090,2017,2273000,1088000,"30 Fringe benefits (60090) ... 2,273,000 ............... (re. $1,088,000)",256,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|60090|2017|2273000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Other,S-Area Landfill Account - 21063,57000,2024,123000,123000,"15 Supplies and materials (57000) ... 123,000 ............ (re. $123,000)",257,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|57000|2024|123000
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,STATE OPERATIONS,Special Revenue Funds - Other,S-Area Landfill Account - 21063,51000,2024,5144000,110000,"17 Contractual services (51000) ... 5,144,000 ............ (re. $110,000)",257,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|51000|2024|5144000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,Special Revenue Funds - Federal,Head Start Grant Account - 25181,14037,2023,220000,140000,"12 By chapter 50, section 1, of the laws of 2023:
13 For services and expenses related to the head start collaboration
14 project grant program (14037).
15 Personal service (50000) ... 220,000 .................. (re. $140,000)",287,12.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|14037|2023|220000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,Special Revenue Funds - Federal,Head Start Grant Account - 25181,57050,2023,211000,156000,"16 Nonpersonal service (57050) ... 211,000 ............... (re. $156,000)",287,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|57050|2023|211000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,Special Revenue Funds - Federal,Head Start Grant Account - 25181,60090,2023,98000,46000,"17 Fringe benefits (60090) ... 98,000 ..................... (re. $46,000)",287,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|60090|2023|98000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,Special Revenue Funds - Federal,Head Start Grant Account - 25181,58850,2023,8000,3000,"18 Indirect costs (58850) ... 8,000 ........................ (re. $3,000)",287,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|58850|2023|8000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,Special Revenue Funds - Federal,Head Start Grant Account - 25181,81001,2024,36000,36000,"22 By chapter 50, section 1, of the laws of 2024:
23 For services and expenses related to research, evaluation and demon-
24 stration projects, including fringe benefits (81001).
25 Personal service--regular (50100) ... 36,000 ........... (re. $36,000)",287,22.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|81001|2024|36000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,Special Revenue Funds - Federal,Head Start Grant Account - 25181,57000,2024,100000,100000,"26 Supplies and materials (57000) ... 100,000 ............ (re. $100,000)",287,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|57000|2024|100000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,Special Revenue Funds - Federal,Head Start Grant Account - 25181,54000,2024,15000,15000,"27 Travel (54000) ... 15,000 .............................. (re. $15,000)",287,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|54000|2024|15000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,Special Revenue Funds - Federal,Head Start Grant Account - 25181,51000,2024,121000,121000,"28 Contractual services (51000) ... 121,000 .............. (re. $121,000)",287,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|51000|2024|121000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,Special Revenue Funds - Federal,Head Start Grant Account - 25181,56000,2024,19000,19000,"29 Equipment (56000) ... 19,000 ........................... (re. $19,000)",287,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|56000|2024|19000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,Special Revenue Funds - Federal,Head Start Grant Account - 25181,60000,2024,17000,17000,"30 Fringe benefits (60000) ... 17,000 ..................... (re. $17,000)",287,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|60000|2024|17000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,Special Revenue Funds - Federal,Head Start Grant Account - 25181,58800,2024,1000,1000,"31 Indirect costs (58800) ... 1,000 ........................ (re. $1,000)",287,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|58800|2024|1000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,general fund,State Purposes Account - 10050,13950,2021,24600000,1094000,"291 12550-10-5
DEPARTMENT OF FAMILY ASSISTANCE
OFFICE OF CHILDREN AND FAMILY SERVICES
STATE OPERATIONS - REAPPROPRIATIONS 2025-26
1 services law and the state plan for individual and family grant
2 program under the disaster relief act of 1974.
3 Such funds are to be available for payment of aid, services and
4 expenses heretofore accrued or hereafter to accrue to munici-
5 palities.
6 Subject to the approval of the director of the budget, such funds
7 shall be available to the office net of disallowances, refunds,
8 reimbursements, and credits.
9 Notwithstanding any inconsistent provision of law, the amount herein
10 appropriated may be transferred to any other appropriation within
11 the office of children and family services and/or the office of
12 temporary and disability assistance and/or suballocated to the
13 office of temporary and disability assistance for the purpose of
14 paying local social services districts' costs of the above program
15 and may be increased or decreased by interchange with any other
16 appropriation or with any other item or items within the amounts
17 appropriated within the office of children and family services
18 general fund - local assistance account or special revenue funds
19 federal / aid to localities federal day care account with the
20 approval of the director of the budget who shall file such approval
21 with the department of audit and control and copies thereof with the
22 chairman of the senate finance committee and the chairman of the
23 assembly ways and means committee.
24 Notwithstanding any other provision of law, the money hereby appropri-
25 ated including any funds transferred by the office of temporary and
26 disability assistance special revenue funds - federal / aid to
27 localities federal health and human services fund, federal temporary
28 assistance to needy families block grant funds at the request of the
29 local social services districts and, upon approval of the director
30 of the budget, transfer of federal temporary assistance for needy
31 families block grant funds made available from the New York works
32 compliance fund program or otherwise specifically appropriated
33 therefor, in combination with the money appropriated in the general
34 fund / aid to localities local assistance account, appropriated for
35 the state block grant for child care shall constitute the state
36 block grant for child care. Pursuant to title 5-C of article 6 of
37 the social services law, the state block grant for child care shall
38 be used for child care assistance and for activities to increase the
39 availability and/or quality of child care programs (13950).
40 Personal service (50000) ... 24,600,000 ............. (re. $1,094,000)",291,1.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|13950|2021|24600000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,general fund,State Purposes Account - 10050,57050,2021,21286000,13030000,"41 Nonpersonal service (57050) ... 21,286,000 ......... (re. $13,030,000)",291,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|57050|2021|21286000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,general fund,State Purposes Account - 10050,60090,2021,15200000,1148000,"42 Fringe benefits (60090) ... 15,200,000 .............. (re. $1,148,000)",291,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|60090|2021|15200000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,general fund,State Purposes Account - 10050,58850,2021,1800000,291000,"43 Indirect costs (58850) ... 1,800,000 .................. (re. $291,000)",291,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|58850|2021|1800000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,Special Revenue Funds - Federal,Early Childhood Development Account - 25135,13954,2020,2358000,2157000,"294 12550-10-5
DEPARTMENT OF FAMILY ASSISTANCE
OFFICE OF CHILDREN AND FAMILY SERVICES
STATE OPERATIONS - REAPPROPRIATIONS 2025-26
1 person legally responsible for their care permits or encourages such
2 child engage in any act, or commits or allows to be committed
3 against such child any offense, that would render such child either
4 a victim of ""sex trafficking"" or a victim of ""severe forms of traf-
5 ficking in persons"" pursuant to 22 U.S.C. 7102 as enacted by P.L.
6 106-386, or any successor federal statute (13954).
7 Personal service (50000) ... 2,358,000 .............. (re. $2,157,000)",294,1.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|13954|2020|2358000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,Special Revenue Funds - Federal,Early Childhood Development Account - 25135,57050,2020,10155000,354000,"8 Nonpersonal service (57050) ... 10,155,000 ............ (re. $354,000)",294,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|57050|2020|10155000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,Special Revenue Funds - Federal,Early Childhood Development Account - 25135,60090,2020,1021000,936000,"9 Fringe benefits (60090) ... 1,021,000 ................. (re. $936,000)",294,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|60090|2020|1021000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,Special Revenue Funds - Federal,Early Childhood Development Account - 25135,58850,2020,25000,15000,"10 Indirect costs (58850) ... 25,000 ...................... (re. $15,000)",294,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|58850|2020|25000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,Special Revenue Funds - Federal,Early Childhood Development Account - 25135,13911,2021,500000,53000,"38 By chapter 50, section 1, of the laws of 2021:
39 For services and expenses related to administering federal health and
40 human services grants related to early childhood development
41 (13911).
42 Personal service (50000) ... 500,000 ................... (re. $53,000)",294,38.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|13911|2021|500000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,Special Revenue Funds - Federal,Early Childhood Development Account - 25135,57050,2021,14159200,736000,"43 Nonpersonal service (57050) ... 14,159,200 ............ (re. $736,000)",294,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|57050|2021|14159200
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,Special Revenue Funds - Federal,Early Childhood Development Account - 25135,60090,2021,315100,31000,"44 Fringe benefits (60090) ... 315,100 .................... (re. $31,000)",294,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|60090|2021|315100
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,Special Revenue Funds - Federal,Early Childhood Development Account - 25135,58850,2021,25700,7000,"45 Indirect costs (58850) ... 25,700 ....................... (re. $7,000)",294,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|58850|2021|25700
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,Special Revenue Funds - Federal,IV-e Account - 25175,50000,2024,5000000,5000000,"4 By chapter 50, section 1, of the laws of 2024:
5 For services and expenses related to activities associated with the
6 Federal Family First Prevention Services Act (P.L.115-123). Such
7 funds are to be available for expenses heretofore accrued and here-
8 after to accrue for liabilities associated with the continued imple-
9 mentation of the Federal Family First Prevention Services Act (P.L.
10 115-123). Subject to the approval of the director of the budget,
11 such funds shall be available to the office net of disallowances,
12 refunds, reimbursement, and credits _(_1_5_0_6_6_).
13 Personal service (50000) ... 5,000,000 .............. (re. $5,000,000)",295,4.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|50000|2024|5000000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,Special Revenue Funds - Federal,IV-e Account - 25175,57050,2024,5000000,5000000,"14 Nonpersonal service (57050) ... 5,000,000 ........... (re. $5,000,000)",295,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|57050|2024|5000000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,Special Revenue Funds - Federal,IV-e Account - 25175,60090,2024,3500000,3500000,"15 Fringe benefits (60090) ... 3,500,000 ............... (re. $3,500,000)",295,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|60090|2024|3500000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,Special Revenue Funds - Federal,IV-e Account - 25175,58850,2024,200000,200000,"16 Indirect costs (58850) ... 200,000 .................... (re. $200,000)",295,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|58850|2024|200000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,general fund,OCFS Vocational Rehabilitation Payments Account - 25207,13953,2020,2197000,619000,"20 By chapter 50, section 1, of the laws of 2020:
21 For services and expenses of service and training programs for the
22 blind, including, but not limited to, state match of federal funds
23 made available under various provisions of the federal vocational
24 rehabilitation act and the federal randolph sheppard act and
25 supportive services for blind children and blind elderly persons.
26 Notwithstanding section 51 of the state finance law and any other
27 provision of law to the contrary, the director of the budget may,
28 upon the advice of the commissioner of children and family services,
29 authorize the transfer or interchange of moneys appropriated herein
30 with any other state operations - general fund appropriation within
31 the office of children and family services except where transfer or
32 interchange of appropriations is prohibited or otherwise restricted
33 by law.
34 Notwithstanding any other provision of law to the contrary, the OGS
35 Interchange and Transfer Authority and the IT Interchange and Trans-
36 fer Authority as defined in the 2020-21 state fiscal year state
37 operations appropriation for the budget division program of the
38 division of the budget, are deemed fully incorporated herein and a
39 part of this appropriation as if fully stated (13953).
40 Personal service--regular (50100) ... 2,197,000 ....... (re. $619,000)",297,20.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|13953|2020|2197000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,general fund,OCFS Vocational Rehabilitation Payments Account - 25207,50300,2020,12000,6000,"41 Holiday/overtime compensation (50300) ... 12,000 ........ (re. $6,000)",297,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|50300|2020|12000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,general fund,OCFS Vocational Rehabilitation Payments Account - 25207,54000,2020,5000,1000,"42 Travel (54000) ... 5,000 ................................ (re. $1,000)",297,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|54000|2020|5000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,general fund,OCFS Vocational Rehabilitation Payments Account - 25207,51000,2020,6002000,4735000,"43 Contractual services (51000) ... 6,002,000 .......... (re. $4,735,000)",297,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|51000|2020|6002000
