agency,budget_type,fund_type,account,appropriation_id,chapter_year,appropriation_amount,reappropriation_amount,bill_language,page_number,line_number,fiscal_year,source_file,composite_key
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,52338,2024,5000000,2513000,"17 Funds appropriated herein shall be used to reimburse those expendi-
18 tures made by local social services districts outside the city of
19 New York for adult shelters and public homes. Notwithstanding
20 section 153 of the social services law or any other inconsistent
21 provision of law, such funds shall be available for eligible costs
22 incurred on or after January 1, 2024, and before January 1, 2025,
23 that are otherwise reimbursable by the state on or after April 1,
24 2024. Such reimbursement shall constitute total state reimbursement
25 for activities funded herein in state fiscal year 2024-25 (52338)
26 ... 5,000,000 ..................................... (re. $2,513,000)",831,17.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|52338|2024|5000000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,fiduciary funds,Local Assistance Account - 10000,53047,2024,25000000,17085000,"16 For services and expenses related to the resettlement of migrants and
17 asylum seekers _(_5_3_0_4_7_) ... 25,000,000 ............ (re. $17,085,000)",833,16.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|53047|2024|25000000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,fiduciary funds,Local Assistance Account - 10000,53048,2024,122000000,122000000,"18 For services and expenses related to costs associated with migrants
19 and asylum seekers, including costs associated with temporarily
20 sheltering at Floyd Bennett Field _(_5_3_0_4_8_) ..........................
21 122,000,000 ..................................... (re. $122,000,000)",833,18.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|53048|2024|122000000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,fiduciary funds,Local Assistance Account - 10000,53049,2024,2400000000,2271382000,"22 Notwithstanding any inconsistent provision of law, for services and
23 expenses associated with the costs of migrant individuals and fami-
24 lies entering New York State pursuant to a plan approved by the
25 director of the budget. Such services and expenses shall include,
26 but not be limited to: aid to New York City for providing humanita-
27 rian aid, including short term shelter services for such migrant
28 individuals and families; aid to New York City for case management
29 and legal services for such migrant individuals and families;
30 programs to provide services and assistance to such migrant individ-
31 uals and families; programs to provide immunizations for and commu-
32 nicable disease testing of such individuals and families; programs
33 to assist in relocation and resettlement of such migrant individuals
34 and families; expenses of the national guard or any state depart-
35 ment, division, agency, or authority. Notwithstanding any inconsist-
36 ent provision of law, the director of the budget is hereby author-
37 ized to transfer _o_r___s_u_b_a_l_l_o_c_a_t_e any of the amount appropriated
38 herein to any general, special revenue, capital projects, proprie-
39 tary or fiduciary funds of any agency, department, or authority for
40 purposes defined herein _(_5_3_0_4_9_) ....................................
41 2,400,000,000 ................................. (re. $2,271,382,000)",833,22.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|53049|2024|2400000000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,fiduciary funds,Local Assistance Account - 10000,52338,2023,5000000,460000,"34 Funds appropriated herein shall be used to reimburse those expendi-
35 tures made by local social services districts outside the city of
36 New York for adult shelters and public homes. Notwithstanding
37 section 153 of the social services law or any other inconsistent
38 provision of law, such funds shall be available for eligible costs
39 incurred on or after January 1, 2023, and before January 1, 2024,
40 that are otherwise reimbursable by the state on or after April 1,
41 2023. Such reimbursement shall constitute total state reimbursement
42 for activities funded herein in state fiscal year 2023-24 (52338)
43 ... 5,000,000 ....................................... (re. $460,000)",835,34.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|52338|2023|5000000
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,fiduciary funds,Local Assistance Account - 10000,53010,2024,0,7677000,"21 For supplemental costs associated with an emergency rental assistance
22 program pursuant to a plan approved by the office of temporary and
23 disability assistance and director of the budget.
24 Funds appropriated herein may be transferred or suballocated to any
25 other state agency or authority.
26 Notwithstanding any inconsistent provision of law, the budget director
27 is hereby authorized to transfer any of the amount appropriated
28 herein to state operations for administration of supplemental emer-
29 gency rental assistance activities (53010) .........................
30 [693,546,125]_6_7_9_,_9_4_0_,_0_0_0 .......................... (re. $7,677,000)",840,21.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|53010|2024|0
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,fiduciary funds,Local Assistance Account - 10000,53012,2024,7,78000,"31 For supplemental costs associated with assistance to small landlords
32 as defined in subdivision 12 of section 2 of subpart A of part BB of
33 chapter 56 of the laws of 2021, of a unit charging rent that does
34 not exceed one hundred fifty percent of the fair market rent by unit
35 size, with rental arrears accrued by a tenant, if such landlord has
36 used best efforts to contact and assist such tenant in applying for
37 a program funded with emergency rental assistance dollars, without
38 success, including instances in which such tenant has vacated while
39 owing such rental arrears or, provided funds remain available after
40 serving such landlords, for assistance to landlords of a unit charg-
41 ing rent that does not exceed one hundred fifty percent of the fair
42 market rent by unit size, with rental arrears accrued by a tenant,
43 if such landlord has used best efforts to contact and assist such
44 tenant in applying for a program funded with emergency rental
45 assistance dollars, without success, including instances in which
46 such tenant has vacated while owing such rental arrears.
47 Funds appropriated herein may be transferred or suballocated to any
48 other state agency or authority.
49 Notwithstanding any inconsistent provision of law, the budget director
50 is hereby authorized to transfer any of the amount appropriated
51 herein to state operations for administration of supplemental emer-
AB
841 12553-09-5
DEPARTMENT OF FAMILY ASSISTANCE
OFFICE OF TEMPORARY AND DISABILITY ASSISTANCE
AID TO LOCALITIES - REAPPROPRIATIONS 2025-26
1 gency rental assistance activities (53012) .........................
2 [114,612,427]_1_1_5_,_2_2_1_,_4_4_7 ............................. (re. $78,000)",841,31.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|53012|2024|7
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,fiduciary funds,Local Assistance Account - 10000,53010,2023,3,75000,"2 amended by chapter 53, section 1, of the laws of 2023, as supple-
3 mented by transfers in accordance with section 51 of the state
4 finance law, is hereby amended and reappropriated to read:
5 For supplemental costs associated with an emergency rental assistance
6 program pursuant to a plan approved by the office of temporary and
7 disability assistance and director of the budget. Such expenses
8 shall be (a) for forty-five days following the date when applica-
9 tions begin to be accepted, for providing assistance to households
10 with incomes that exceed eighty percent of area median income but do
11 not exceed one hundred percent of area median income, (b) after
12 forty-five days following the date when applications begin to be
13 accepted, for providing assistance to households with incomes that
14 exceed eighty percent of area median income but do not exceed one
15 hundred twenty percent of area median income, (c) for forty-five
16 days following the date when applications begin to be accepted, for
17 assistance to small landlords as defined in subdivision 12 of
18 section 2 of subpart A of part BB of chapter 56 of the laws of 2021,
19 of a unit charging rent that does not exceed one hundred fifty
20 percent of the fair market rent by unit size, with rental arrears
21 accrued by a tenant, if such landlord has used best efforts to
22 contact and assist such tenant in applying for a program funded with
23 emergency rental assistance dollars, without success, including
24 instances in which such tenant has vacated while owing such rental
25 arrears, or (d) after forty-five days following the date when appli-
26 cations begin to be accepted, for assistance to landlords of a unit
27 charging rent that does not exceed one hundred fifty percent of the
28 fair market rent by unit size, with rental arrears accrued by a
29 tenant, if such landlord has used best efforts to contact and assist
30 such tenant in applying for a program funded with emergency rental
31 assistance dollars, without success, including instances in which
32 such tenant has vacated while owing such rental arrears. Until such
33 time as the commissioner determines that the need justifies a real-
34 location, no more than one hundred twenty-five million dollars shall
35 be available for purposes noted in subdivision (a) or (b), and no
36 more than one hundred twenty-five million dollars shall be made
37 available for the purposes noted in subdivision (c) or (d), provided
38 however in no case shall the commissioner make such reallocation
39 earlier than ninety days after the date when applications begin to
40 be accepted; and provided further that the commissioner shall report
41 to the speaker of the assembly and the temporary president of the
42 senate when such reallocations are made and the reasons for such
43 reallocations.
44 Funds appropriated herein may be transferred or suballocated to any
45 other state agency or authority.
46 Notwithstanding any inconsistent provision of law, the budget director
47 is hereby authorized to transfer any of the amount appropriated
48 herein to state operations for administration of supplemental emer-
49 gency rental assistance activities (53010) .........................
50 [234,976,611]_2_3_4_,_1_6_1_,_9_3_3 ............................. (re. $75,000)",842,2.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|53010|2023|3
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,Special Revenue Funds - Federal,Homeless Housing Account - 25328,52219,2023,9500000,2847000,"4 By chapter 53, section 1, of the laws of 2023:
5 For services related to federal homeless and other federal support
6 services grants. Subject to the approval of the director of the
7 budget, the amount appropriated herein may be made available to
8 other state agencies through transfer or suballocation for services
9 and expenses related to federal homeless and other federal support
10 services grants. The director of the budget is hereby authorized to
11 transfer or suballocate appropriation authority contained herein to
12 any other fund in which federal homeless and other federal support
13 services grants are actually received (52219) ......................
14 9,500,000 ......................................... (re. $2,847,000)",848,4.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|52219|2023|9500000
DEPARTMENT OF FINANCIAL SERVICES,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,32441,2022,139000,139000,"39 For services and expenses of the Education Debt Consumer Assistance
40 Program. All or a portion of the funds may be suballocated or trans-
41 ferred to any department, agency, or public authority for the
42 purposes of such appropriation (32441) ... 250,000 .. (re. $139,000)",852,39.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF FINANCIAL SERVICES|32441|2022|139000
DEPARTMENT OF FINANCIAL SERVICES,AID TO LOCALITIES,Special Revenue Funds - Other,Insurance Department Account - 21994,32441,2021,250000,4000,"43 By chapter 53, section 1, of the laws of 2021, as transferred by chapter
44 53, section 1, of the laws of 2022:
AB
853 12553-09-5
DEPARTMENT OF FINANCIAL SERVICES
AID TO LOCALITIES - REAPPROPRIATIONS 2025-26
1 For services and expenses of the Education Debt Consumer Assistance
2 Program (32441) ... 250,000 ........................... (re. $4,000)",853,43.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF FINANCIAL SERVICES|32441|2021|250000
DEPARTMENT OF FINANCIAL SERVICES,AID TO LOCALITIES,Special Revenue Funds - Other,Insurance Department Account - 21994,32430,2024,19400000,19400000,"6 By chapter 53, section 1, of the laws of 2024:
7 For services and expenses related to the healthy NY program. A portion
8 of this appropriation may be transferred to state operations appro-
9 priations (32430) ... 19,400,000 ................. (re. $19,400,000)",853,6.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF FINANCIAL SERVICES|32430|2024|19400000
NEW YORK STATE GAMING COMMISSION,AID TO LOCALITIES,Special Revenue Funds - Other,Tribal State Compact Revenue Account - 22169,80588,2025,30000000,0,"8 -------------- 9 Program account subtotal .................. 62,000,000 10 -------------- 11 TRIBAL STATE COMPACT REVENUE PROGRAM ....................... 251,000,000 12 -------------- 13 Special Revenue Funds - Other 14 Miscellaneous Special Revenue Fund 15 Tribal State Compact Revenue Account - 22169 16 Notwithstanding any other law to the contra- 17 ry, for services and expenses of grants 18 equal to 25 percent of the negotiated 19 percentage of the net drop from electronic 20 gaming devices the state receives from 21 such devices located at the Seneca Niagara 22 casino pursuant to the tribal compact for 23 the purposes specified in section 99-h of 24 the state finance law. Funds appropriated 25 herein may be suballocated to any depart- 26 ment, agency or public authority (80588) .... 30,000,000",856,26.0,2025-26,ATL 25-26.pdf,NEW YORK STATE GAMING COMMISSION|80588|2025|30000000
NEW YORK STATE GAMING COMMISSION,AID TO LOCALITIES,Special Revenue Funds - Other,Tribal State Compact Revenue Account - 22169,80304,2025,12000000,0,"27 Notwithstanding any other law to the contra- 28 ry, payments to counties eligible to 29 receive aid equal to 10 percent of the 30 negotiated percentage of the net drop from 31 electronic gaming devices the state 32 receives from such devices located at the 33 Seneca Niagara casino pursuant to the 34 tribal compact for purposes specified in 35 subdivision 3-a of section 99-h of the 36 state finance law. Funds appropriated 37 herein may be suballocated to any depart- 38 ment, agency or public authority (80304) .... 12,000,000",856,38.0,2025-26,ATL 25-26.pdf,NEW YORK STATE GAMING COMMISSION|80304|2025|12000000
NEW YORK STATE GAMING COMMISSION,AID TO LOCALITIES,Special Revenue Funds - Other,Tribal State Compact Revenue Account - 22169,80305,2025,8000000,0,"11 Notwithstanding any other law to the contra- 12 ry, payments to counties eligible to 13 receive aid equal to 10 percent of the 14 negotiated percentage of the net drop from 15 electronic gaming devices the state 16 receives from such devices located at the 17 Seneca Allegany casino pursuant to the 18 tribal compact for purposes specified in 19 subdivision 3-a of section 99-h of the 20 state finance law. Funds appropriated 21 herein may be suballocated to any depart- 22 ment, agency or public authority (80305) ..... 8,000,000",857,22.0,2025-26,ATL 25-26.pdf,NEW YORK STATE GAMING COMMISSION|80305|2025|8000000
NEW YORK STATE GAMING COMMISSION,AID TO LOCALITIES,Special Revenue Funds - Other,Tribal State Compact Revenue Account - 22169,80586,2025,22000000,0,"23 Notwithstanding any other law to the contra- 24 ry, for services and expenses of grants 25 equal to 25 percent of the negotiated 26 percentage of the net drop from electronic 27 gaming devices the state receives from 28 such devices located at the Seneca Buffalo 29 Creek casino pursuant to the tribal 30 compact for the purposes specified in 31 section 99-h of the state finance law. 32 Funds appropriated herein may be suballo- 33 cated to any department, agency or public 34 authority (80586) ........................... 22,000,000",857,34.0,2025-26,ATL 25-26.pdf,NEW YORK STATE GAMING COMMISSION|80586|2025|22000000
NEW YORK STATE GAMING COMMISSION,AID TO LOCALITIES,Special Revenue Funds - Other,Tribal State Compact Revenue Account - 22169,80306,2025,9000000,0,"35 Notwithstanding any other law to the contra- 36 ry, payments to counties eligible to 37 receive aid equal to 10 percent of the 38 negotiated percentage of the net drop from 39 electronic gaming devices the state 40 receives from such devices located at the 41 Seneca Buffalo Creek casino pursuant to 42 the tribal compact for purposes specified 43 in subdivision 3-a of section 99-h of the 44 state finance law. Funds appropriated 45 herein may be suballocated to any depart- 46 ment, agency or public authority (80306) ..... 9,000,000",857,46.0,2025-26,ATL 25-26.pdf,NEW YORK STATE GAMING COMMISSION|80306|2025|9000000
NEW YORK STATE GAMING COMMISSION,AID TO LOCALITIES,Special Revenue Funds - Other,Tribal State Compact Revenue Account - 22169,80585,2025,70000000,0,"858 12553-09-5 NEW YORK STATE GAMING COMMISSION AID TO LOCALITIES 2025-26 1 Mohawk casino pursuant to the tribal 2 compacts for the purposes specified in 3 subdivision 3 of section 99-h of the state 4 finance law provided that the counties of 5 Franklin and St. Lawrence, and the 6 affected towns therein, shall each receive 7 50 percent of the monies appropriated 8 herein. Funds appropriated herein may be 9 suballocated to any department, agency or 10 public authority (80585) .................... 70,000,000",858,10.0,2025-26,ATL 25-26.pdf,NEW YORK STATE GAMING COMMISSION|80585|2025|70000000
NEW YORK STATE GAMING COMMISSION,AID TO LOCALITIES,Special Revenue Funds - Other,Tribal State Compact Revenue Account - 22169,80307,2025,12000000,0,"11 Notwithstanding any other law to the contra- 12 ry, for payments to counties eligible to 13 receive aid equal to 10 percent of the 14 negotiated percentage of the net drop from 15 electronic gaming devices the state 16 receives from such devices located at the 17 Akwesasne Mohawk casino pursuant to the 18 tribal compact for purposes specified in 19 subdivision 3-a of section 99-h of the 20 state finance law. Funds appropriated 21 herein may be suballocated to any depart- 22 ment, agency or public authority (80307) .... 12,000,000",858,22.0,2025-26,ATL 25-26.pdf,NEW YORK STATE GAMING COMMISSION|80307|2025|12000000
NEW YORK STATE GAMING COMMISSION,AID TO LOCALITIES,Special Revenue Funds - Other,Tribal State Compact Revenue Account - 22169,80308,2025,51000000,0,"23 Notwithstanding any other law to the contra- 24 ry, for services and expenses of grants 25 equal to 25 percent of the negotiated 26 percentage of the net drop from electronic 27 gaming devices plus an additional sum of 28 $6,000,000 the state receives from such 29 devices located at Oneida Nation casinos 30 pursuant to the tribal compact for 31 purposes specified in section 99-h of the 32 state finance law. Funds appropriated 33 herein may be suballocated to any depart- 34 ment, agency or public authority (80308) .... 51,000,000",858,34.0,2025-26,ATL 25-26.pdf,NEW YORK STATE GAMING COMMISSION|80308|2025|51000000
NEW YORK STATE GAMING COMMISSION,AID TO LOCALITIES,Special Revenue Funds - Other,Tribal State Compact Revenue Account - 22169,80309,2025,17000000,0,"35 Notwithstanding any other law to the contra- 36 ry, for payments to counties eligible to 37 receive aid equal to 10 percent of the 38 negotiated percentage of the net drop from 39 electronic gaming devices the state 40 receives from such devices located at 41 Oneida Nation casinos pursuant to the 42 tribal compact for purposes specified in 43 subdivision 3-a of section 99-h of the 44 state finance law. Funds appropriated 45 herein may be suballocated to any depart- 46 ment, agency or public authority (80309) .... 17,000,000",858,46.0,2025-26,ATL 25-26.pdf,NEW YORK STATE GAMING COMMISSION|80309|2025|17000000
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29941,2025,26950,0,"40 For services and expenses of a minority male 41 wellness and screening program (29941) .......... 26,950",864,41.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|29941|2025|26950
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29968,2025,261600,0,"33 For services and expenses of the public 34 health management leaders of tomorrow 35 program, provided a portion of this appro- 36 priation shall be suballocated to univer- 37 sity at Albany school of public health 38 (29968) ........................................ 261,600",865,38.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|29968|2025|261600
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,26830,2025,32000,0,"39 For services and expenses related to state- 40 wide health broadcasts involving local, 41 state and federal agencies (26830) .............. 32,000",865,41.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|26830|2025|32000
DEPARTMENT OF HEALTH,AID TO LOCALITIES,General Fund,Local Public Health Services Account - 22097,29893,2025,1495000,0,"44 For services and expenses of the healthy 45 neighborhood program (29893).................. 1,495,000",879,45.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|29893|2025|1495000
DEPARTMENT OF HEALTH,AID TO LOCALITIES,Special Revenue Funds - Other,s Research Account - 20143,26806,2025,252000,0,"44 For services and expenses to support the 45 center for liver transplant (26806) ............ 252,000",945,45.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|26806|2025|252000
DEPARTMENT OF HEALTH,AID TO LOCALITIES,Special Revenue Funds - Federal,Federal Loan Repayment Account - 25144,29531,2025,26000,0,"947 12553-09-5 DEPARTMENT OF HEALTH AID TO LOCALITIES 2025-26 1 such maximum monthly payments, such subsi- 2 dy shall be reduced proportionately ............ 380,000 3 For services and expenses of the coalition 4 for the instituionalized aged and disabled 5 ................................................. 75,000 6 For services and expenses, including grants, 7 of the long term care community coalition 8 for an advocacy program on behalf of 9 seniors with long term care needs (29531) ....... 26,000",947,9.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|29531|2025|26000
DEPARTMENT OF HEALTH,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,59063,2025,50000,0,"34 For services and expenses of International 35 Lymphatic Disease and Lymphedema Patient 36 Registry and Biorepository ...................... 90,000 37 -------------- 38 Program account subtotal ................... 5,577,000 39 -------------- 40 Special Revenue Funds - Other 41 Dedicated Miscellaneous Special Revenue Account 42 ALS Research and Education Account - 23809 43 For services and expenses related to ALS 44 research and education pursuant to section 45 95-I of the state finance law (59063) ........... 50,000",949,45.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|59063|2025|50000
DEPARTMENT OF HEALTH,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,29818,2024,31080000,25160000,"7 For services and expenses for HIV, STD, and hepatitis C prevention. A
8 portion of these funds may be suballocated to other state agencies
9 (29818) ... 31,080,000 ........................... (re. $25,160,000)",952,7.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|29818|2024|31080000
DEPARTMENT OF HEALTH,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,29817,2023,1117000,65000,"41 For services and expenses for hepatitis C programs (29817) ...........
42 1,117,000 ............................................ (re. $65,000)",953,41.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|29817|2023|1117000
DEPARTMENT OF HEALTH,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,29818,2023,31080000,2932000,"43 For services and expenses for HIV, STD, and hepatitis C prevention. A
44 portion of these funds may be suballocated to other state agencies
45 (29818) ... 31,080,000 ............................ (re. $2,932,000)",953,43.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|29818|2023|31080000
DEPARTMENT OF HEALTH,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,26924,2022,38087000,6442000,"14 For services and expenses for HIV health care and supportive services.
15 A portion of this appropriation may be suballocated to other state
16 agencies, authorities, or accounts for expenditures related to the
17 New York/New York III supportive housing agreement (26924) .........
18 38,087,000 ........................................ (re. $6,442,000)",955,14.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|26924|2022|38087000
DEPARTMENT OF HEALTH,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,29817,2022,1117000,27000,"19 For services and expenses for hepatitis C programs (29817) ...........
20 1,117,000 ............................................ (re. $27,000)",955,19.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|29817|2022|1117000
DEPARTMENT OF HEALTH,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,29818,2022,31080000,3787000,"21 For services and expenses for HIV, STD, and hepatitis C prevention. A
22 portion of these funds may be suballocated to other state agencies
23 (29818) ... 31,080,000 ............................ (re. $3,787,000)",955,21.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|29818|2022|31080000
DEPARTMENT OF HEALTH,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,29984,2022,525000,7000,"36 For additional grants to existing community-based organizations and to
37 article 28 of the public health law diagnostic and treatment centers
38 that must operate in a neighborhood or geographic area with high
39 concentrations of at-risk populations and provide services and
40 programs that are culturally sensitive to the special social and
41 cultural needs of the at-risk populations. Such grant shall be used
42 to meet increased demands for HIV education, prevention, outreach,
43 and legal programs. Such grants shall be equitably distributed
44 (29984) ... 525,000 ................................... (re. $7,000)",955,36.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|29984|2022|525000
DEPARTMENT OF HEALTH,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,29983,2022,525000,36000,"45 For additional grants to existing community service programs to meet
46 the increased demands of HIV education, prevention, outreach, legal
47 and supportive services to high-risk groups and to address increased
48 operating costs of these programs. Such grants shall be equitably
49 distributed (29983) ... 525,000 ...................... (re. $36,000)",955,45.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|29983|2022|525000
DEPARTMENT OF HEALTH,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,59037,2022,1000000,364000,"50 For additional services and expenses of the health and social services
51 sexuality-related programs [(59037)] _(_2_6_6_9_8_) .......................
52 1,000,000 ........................................... (re. $364,000)",955,50.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|59037|2022|1000000
DEPARTMENT OF HEALTH,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,26924,2021,32387000,1297000,"13 For services and expenses for HIV health care and supportive services.
14 A portion of this appropriation may be suballocated to other state
15 agencies, authorities, or accounts for expenditures related to the
16 New York/New York III supportive housing agreement (26924) .........
17 32,387,000 ........................................ (re. $1,297,000)",956,13.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|26924|2021|32387000
DEPARTMENT OF HEALTH,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,29817,2021,1117000,229000,"18 For services and expenses for hepatitis C programs (29817) ...........
19 1,117,000 ........................................... (re. $229,000)",956,18.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|29817|2021|1117000
DEPARTMENT OF HEALTH,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,29818,2021,31080000,2337000,"20 For services and expenses for HIV, STD, and hepatitis C prevention. A
21 portion of these funds may be suballocated to other state agencies
22 (29818) ... 31,080,000 ............................ (re. $2,337,000)",956,20.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|29818|2021|31080000
DEPARTMENT OF HEALTH,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,26832,2021,4967000,628000,"27 For services and expenses of the health and social services sexuali-
28 ty-related programs (26832) ... 4,967,000 ........... (re. $628,000)",956,27.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|26832|2021|4967000
DEPARTMENT OF HEALTH,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,29983,2021,262500,7000,"35 For additional grants to existing community service programs to meet
36 the increased demands of HIV education, prevention, outreach, legal
37 and supportive services to high risk groups and to address increased
38 operating costs of these programs. Such grants shall be equitably
39 distributed (29983) ... 262,500 ....................... (re. $7,000)",956,35.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|29983|2021|262500
DEPARTMENT OF HEALTH,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,29603,2021,262500,18000,"40 For additional grants to existing community service programs to meet
41 the increased demands of HIV education, prevention, outreach, legal
42 and supportive services to high risk groups and to address increased
43 operating costs of these programs. Such grants shall be equitably
44 distributed (29603) ... 262,500 ...................... (re. $18,000)",956,40.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|29603|2021|262500
DEPARTMENT OF HEALTH,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,26924,2020,32387000,790000,"8 For services and expenses for HIV health care and supportive services.
9 A portion of this appropriation may be suballocated to other state
10 agencies, authorities, or accounts for expenditures related to the
11 New York/New York III supportive housing agreement (26924) .........
12 32,387,000 .......................................... (re. $790,000)",957,8.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|26924|2020|32387000
DEPARTMENT OF HEALTH,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,29817,2020,1117000,243000,"13 For services and expenses for hepatitis C programs (29817) ...........
14 1,117,000 ........................................... (re. $243,000)",957,13.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|29817|2020|1117000
DEPARTMENT OF HEALTH,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,29818,2020,31080000,697000,"15 For services and expenses for HIV, STD, and hepatitis C prevention. A
16 portion of these funds may be suballocated to other state agencies
17 (29818) ... 31,080,000 .............................. (re. $697,000)",957,15.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|29818|2020|31080000
DEPARTMENT OF HEALTH,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,26936,2020,450000,16000,"18 For services and expenses of an opioid drug addiction, prevention and
19 treatment program (26936) ... 450,000 ................ (re. $16,000)",957,18.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|26936|2020|450000
DEPARTMENT OF HEALTH,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,26832,2020,4967000,327000,"22 For services and expenses of the health and social services sexuali-
23 ty-related programs (26832) ... 4,967,000 ........... (re. $327,000)",957,22.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|26832|2020|4967000
DEPARTMENT OF HEALTH,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,29983,2020,262500,7000,"30 For additional grants to existing community service programs to meet
31 the increased demands of HIV education, prevention, outreach, legal
32 and supportive services to high risk groups and to address increased
33 operating costs of these programs. Such grants shall be equitably
34 distributed (29983) ... 262,500 ....................... (re. $7,000)",957,30.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|29983|2020|262500
